EmployeeID,Age,Gender,Department,JobRole,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,OverTime,JobSatisfaction,WorkLifeBalance,PerformanceRating,DistanceFromHome,TrainingTimesLastYear,EnvironmentSatisfaction,ManagerRating,PromotionLast2Years,SalaryHikePercent,AbsenteeismDays,Attrition
100482,46,Male,Operations,Operations Analyst,88294,10.9,10.3,No,3,2,5,23,2,3,3,0,10.1,6,No
100483,35,Male,Sales,Sales Manager,90488,3.4,1.4,Yes,1,2,4,3,2,3,2,0,12.2,5,No
100484,39,Male,R&D,Software Engineer,98946,7.9,6.1,No,2,3,3,8,1,3,4,0,14.4,4,No
100485,34,Male,HR,Recruiter,75666,0.8,0.0,No,3,2,5,8,2,4,3,0,10.7,5,No
100486,33,Male,R&D,Data Scientist,115547,6.1,4.8,Yes,4,1,4,6,3,3,2,0,22.9,4,No
100487,28,Female,Sales,Sales Executive,62934,4.3,2.8,No,2,3,3,14,2,4,2,0,11.1,7,Yes
100488,38,Male,Sales,Sales Executive,91641,12.0,11.2,Yes,1,1,3,9,1,3,2,0,8.4,1,No
100489,28,Male,Operations,Operations Analyst,71575,3.9,1.7,No,2,2,3,24,2,3,3,0,11.3,8,No
100490,40,Female,HR,HR Generalist,51690,1.9,0.2,Yes,3,3,3,15,1,3,3,0,8.7,3,No
100491,43,Male,Sales,Sales Representative,73164,1.2,0.2,No,3,3,4,17,2,4,2,0,9.9,3,Yes
100492,38,Male,Sales,Sales Manager,102468,4.4,4.0,Yes,3,3,3,4,4,3,4,0,15.5,0,No
100493,32,Male,R&D,Research Scientist,88413,5.0,4.1,Yes,2,2,3,5,0,3,3,0,13.8,5,No
100494,38,Male,Sales,Sales Manager,92459,3.8,2.9,No,3,3,3,5,3,3,5,0,13.8,3,No
100495,32,Male,IT,IT Support,112063,8.0,7.2,No,4,3,4,17,2,3,2,0,18.5,1,No
100496,42,Female,Operations,Supply Chain Specialist,103452,10.1,9.9,Yes,3,3,3,5,3,3,4,0,13.7,6,No
100497,19,Female,R&D,Product Engineer,82113,3.4,0.0,No,3,4,2,5,5,3,4,0,8.3,3,No
100498,32,Male,Finance,Financial Analyst,72088,0.9,0.0,No,4,4,3,4,5,3,3,0,14.5,2,No
100499,18,Female,Sales,Sales Executive,53822,5.4,4.1,No,3,3,3,37,1,4,3,0,8.1,1,Yes
100500,22,Female,R&D,Research Scientist,110413,9.2,7.4,No,3,2,3,8,2,4,4,0,10.3,4,No
100501,46,Male,Operations,Operations Analyst,82066,3.4,1.3,No,3,4,3,11,1,4,3,0,11.8,4,No
100502,42,Female,HR,HR Business Partner,87407,6.3,5.0,No,3,4,3,4,2,3,5,0,11.5,2,No
100503,29,Female,Operations,Operations Manager,94069,1.8,0.0,Yes,4,3,3,14,1,4,2,0,5.7,2,Yes
100504,22,Female,R&D,Data Scientist,112131,5.3,2.9,No,2,3,3,3,4,1,3,0,8.6,5,No
100505,18,Female,R&D,Research Scientist,85500,6.4,4.7,No,4,4,3,5,0,4,5,0,11.9,0,No
100506,30,Male,R&D,Software Engineer,94157,5.4,2.7,No,3,4,4,5,2,2,4,0,11.9,1,No
100507,54,Male,HR,HR Generalist,95115,14.0,13.2,No,4,3,3,9,4,2,4,0,15.9,0,No
100508,38,Male,Customer Support,Support Specialist,89287,10.8,9.4,Yes,2,2,3,5,2,3,4,0,16.5,5,No
100509,30,Male,Sales,Sales Representative,67525,7.0,0.0,No,3,3,3,19,4,3,2,0,8.1,2,Yes
100510,38,Male,Operations,Supply Chain Specialist,92189,8.6,5.4,No,4,2,2,11,0,2,4,0,12.2,2,No
100511,22,Female,Operations,Operations Analyst,88548,5.2,3.5,No,3,2,2,6,1,3,4,0,17.5,2,No
100512,32,Male,HR,Recruiter,72834,4.2,3.6,No,2,2,3,14,2,4,3,0,11.5,3,No
100513,35,Male,R&D,Lab Technician,87196,3.2,1.7,No,4,2,3,7,2,2,5,0,10.6,0,No
100514,34,Female,HR,HR Generalist,69977,1.8,0.0,Yes,4,2,3,6,3,3,4,0,15.0,2,No
100515,41,Male,R&D,Product Engineer,125453,11.1,8.5,No,3,3,5,13,2,3,2,0,13.0,5,No
100516,37,Male,Operations,Operations Manager,126794,14.3,14.1,Yes,2,3,3,2,0,4,4,0,16.4,4,No
100517,40,Female,HR,HR Business Partner,75089,4.5,4.3,Yes,3,3,3,12,5,4,3,0,9.9,5,No
100518,29,Male,Customer Support,Customer Success Manager,100321,4.6,2.5,No,4,4,4,6,3,1,4,0,12.3,1,No
100519,42,Male,Finance,Financial Analyst,96824,6.5,6.2,Yes,1,3,3,6,2,4,4,0,14.8,2,No
100520,48,Male,HR,HR Business Partner,50459,3.9,3.4,Yes,2,1,4,24,2,3,3,0,14.4,3,No
100521,27,Female,IT,IT Support,67959,2.0,0.7,No,4,2,3,6,2,3,5,0,12.4,2,No
100522,27,Male,HR,Recruiter,67559,1.5,0.0,Yes,1,3,3,14,3,2,4,0,5.3,2,No
100523,45,Male,Customer Support,Customer Success Manager,113198,14.0,11.8,Yes,2,3,4,10,2,3,3,0,12.8,7,No
100524,33,Male,Sales,Sales Executive,68163,1.0,0.0,Yes,3,3,2,10,1,4,3,0,15.0,1,No
100525,46,Male,Customer Support,Support Specialist,84321,5.5,2.7,Yes,2,2,4,7,2,3,4,0,11.3,9,Yes
100526,31,Female,Operations,Operations Analyst,58528,1.2,0.0,No,4,2,3,7,0,3,3,0,14.5,1,Yes
100527,46,Male,Operations,Supply Chain Specialist,63827,4.1,2.6,No,3,3,3,19,2,3,3,0,12.9,1,No
100528,36,Female,HR,Recruiter,63629,3.4,3.0,No,2,3,3,14,1,2,3,0,11.3,5,No
100529,37,Male,Operations,Operations Manager,82710,1.4,0.9,No,1,4,3,6,2,4,3,1,19.3,1,No
100530,47,Male,R&D,Product Engineer,109265,6.7,6.2,No,4,4,3,5,1,3,2,0,10.8,5,No
100531,32,Female,Operations,Supply Chain Specialist,56442,1.8,1.1,No,4,4,4,6,2,2,4,0,13.1,4,No
100532,27,Male,Sales,Account Manager,84522,1.2,0.2,No,4,3,3,14,0,2,2,0,11.3,0,No
100533,31,Male,R&D,Software Engineer,109531,7.2,5.4,No,2,2,4,16,2,3,3,0,14.3,7,Yes
100534,38,Female,R&D,Software Engineer,92253,3.4,3.1,No,4,3,3,11,1,4,2,0,14.7,0,No
100535,22,Male,R&D,Product Engineer,85608,2.4,2.0,No,2,2,3,3,1,2,2,0,6.8,7,Yes
100536,40,Male,R&D,Data Scientist,114540,7.5,5.1,No,2,4,3,12,2,4,4,0,15.0,4,No
100537,30,Female,Operations,Supply Chain Specialist,82401,1.8,0.9,Yes,2,1,3,17,3,3,3,0,12.2,10,Yes
100538,44,Male,R&D,Software Engineer,74673,0.9,0.3,No,4,3,3,9,2,2,3,0,13.9,2,No
100539,18,Male,IT,IT Support,107575,9.7,8.5,Yes,4,2,4,24,0,3,2,0,22.4,3,Yes
100540,28,Male,Sales,Sales Manager,113531,12.8,8.9,No,3,3,4,4,2,4,3,0,12.2,0,No
100541,21,Male,Operations,Operations Manager,78225,4.0,1.4,No,2,2,3,12,3,2,4,0,7.7,4,Yes
100542,28,Male,Operations,Operations Analyst,58213,0.2,0.0,No,2,1,3,5,2,2,3,0,12.7,5,Yes
100543,37,Female,R&D,Software Engineer,85393,4.0,0.0,Yes,2,2,3,15,3,4,4,0,13.2,2,Yes
100544,33,Male,IT,Security Analyst,91349,7.7,5.8,No,4,3,3,11,7,3,4,0,15.1,0,No
100545,32,Female,Customer Support,Support Specialist,73177,9.1,3.8,No,4,4,3,22,2,2,3,1,12.6,1,No
100546,33,Male,Operations,Operations Manager,93712,1.9,0.0,No,4,2,3,11,0,4,2,0,9.1,1,No
100547,36,Male,R&D,Lab Technician,91834,3.5,3.2,No,3,3,2,7,1,4,3,0,6.6,1,No
100548,26,Male,HR,HR Business Partner,69888,5.2,5.0,No,3,2,3,6,2,3,3,0,7.2,0,No
100549,40,Female,Operations,Operations Analyst,81172,7.5,7.0,No,4,3,4,7,3,3,3,0,12.5,0,No
100550,40,Male,R&D,Product Engineer,86624,6.9,3.3,No,3,1,4,6,2,3,3,0,13.6,6,No
100551,38,Male,Operations,Operations Manager,104129,6.2,5.0,No,3,4,4,17,3,3,3,0,21.2,1,No
100552,39,Female,R&D,Lab Technician,115521,9.1,8.0,Yes,1,2,3,16,2,2,5,0,6.1,7,No
100553,37,Female,Operations,Operations Analyst,85848,4.2,1.4,Yes,2,1,3,4,4,4,3,0,13.2,3,No
100554,51,Male,Sales,Sales Representative,82448,11.2,10.4,Yes,2,1,3,8,2,4,3,0,9.5,8,Yes
100555,34,Female,Sales,Sales Executive,79201,2.9,1.2,No,2,2,4,8,1,3,2,0,14.8,7,No
100556,32,Male,Customer Support,Support Lead,69140,7.0,4.6,No,3,3,3,5,2,3,4,0,10.1,1,No
100557,28,Male,Operations,Supply Chain Specialist,61097,3.2,2.6,No,3,3,4,10,2,4,4,0,17.6,2,No
100558,26,Male,Operations,Operations Manager,82543,4.0,3.6,No,3,3,3,18,1,4,4,0,15.6,6,No
100559,24,Male,Customer Support,Customer Success Manager,76714,4.5,3.0,No,2,2,3,13,3,4,4,0,11.6,4,No
100560,27,Male,R&D,Lab Technician,86924,3.1,1.4,Yes,2,1,3,17,2,2,3,0,17.0,5,No
100561,34,Female,R&D,Lab Technician,101443,9.3,6.6,Yes,2,3,3,6,3,3,3,0,14.7,7,No
100562,37,Male,Sales,Sales Representative,56872,3.3,2.8,No,3,4,4,8,3,4,5,0,18.9,2,No
100563,35,Female,HR,HR Business Partner,62133,4.3,3.6,No,4,3,5,5,0,3,4,0,13.8,3,No
100564,28,Female,R&D,Software Engineer,85025,6.5,0.9,No,2,3,3,9,4,4,2,0,15.3,2,No
100565,42,Female,Customer Support,Support Specialist,99271,17.9,14.7,Yes,4,1,3,10,2,4,4,0,9.3,5,Yes
100566,41,Female,Sales,Sales Representative,82259,6.6,5.3,No,3,3,4,14,3,2,3,0,11.0,0,Yes
100567,33,Female,Sales,Sales Manager,104950,4.6,1.0,No,3,3,3,17,2,3,4,0,19.6,4,No
100568,29,Female,R&D,Research Scientist,93346,0.8,0.3,No,2,3,4,12,1,2,4,0,10.2,6,No
100569,39,Male,Sales,Sales Executive,70984,4.0,2.8,Yes,3,2,4,5,3,3,2,0,12.5,6,No
100570,36,Male,R&D,Research Scientist,78210,2.7,1.0,No,3,3,3,4,2,3,4,0,5.4,3,No
100571,23,Male,Finance,Finance Manager,97190,3.5,2.5,No,3,2,2,11,2,4,4,0,9.0,5,No
100572,34,Male,R&D,Lab Technician,91045,3.2,2.1,No,3,4,3,19,5,2,4,0,8.5,2,No
100573,37,Male,Finance,Financial Analyst,88263,6.4,3.8,No,3,3,3,8,3,1,4,0,9.7,2,No
100574,27,Female,Operations,Operations Analyst,76187,3.9,0.7,No,3,4,4,4,2,2,5,0,15.0,0,Yes
100575,36,Male,Finance,Accountant,94414,2.2,1.3,No,3,3,3,26,3,2,4,0,13.9,3,No
100576,23,Female,IT,IT Support,95551,8.0,7.7,No,3,4,3,11,3,3,3,0,8.5,2,No
100577,45,Male,R&D,Lab Technician,99621,1.6,1.4,No,2,4,3,9,0,3,4,0,9.2,4,No
100578,45,Male,Sales,Sales Manager,78258,4.5,4.4,Yes,2,2,4,4,0,2,5,0,17.8,2,Yes
100579,32,Male,R&D,Research Scientist,90827,4.0,0.0,Yes,3,1,3,8,2,2,4,0,18.0,1,No
100580,37,Male,Customer Support,Support Specialist,70744,5.6,3.0,No,3,2,3,12,2,2,4,0,16.4,5,No
100581,18,Male,Finance,Finance Manager,112263,9.1,7.0,Yes,4,2,3,11,0,2,4,1,8.7,5,No
100582,25,Male,R&D,Product Engineer,143935,19.6,18.8,Yes,4,2,3,6,2,3,4,0,16.2,6,No
100583,32,Male,R&D,Product Engineer,102497,4.6,3.8,No,3,3,3,8,2,3,3,0,18.5,4,No
100584,26,Male,Operations,Supply Chain Specialist,88144,2.6,0.0,No,3,4,3,6,1,4,5,0,6.1,3,No
100585,40,Male,IT,Security Analyst,79702,2.5,2.3,Yes,3,2,3,20,1,2,3,0,15.8,3,No
100586,51,Male,Finance,Finance Manager,82579,2.4,1.4,No,2,4,4,13,0,3,4,0,14.8,4,No
100587,25,Male,Operations,Supply Chain Specialist,81893,5.5,1.9,No,3,2,4,6,0,3,3,1,15.4,3,No
100588,28,Male,IT,Systems Administrator,76598,0.6,0.0,No,3,4,5,4,1,4,2,0,14.4,5,No
100589,36,Male,Finance,Accountant,72683,1.5,0.0,No,2,3,4,10,2,3,3,0,15.6,4,No
100590,48,Male,Sales,Sales Executive,71536,5.5,4.2,No,3,4,3,6,1,4,3,0,16.1,4,No
100591,24,Male,Sales,Sales Executive,73889,8.2,6.9,Yes,2,3,3,6,0,2,4,0,15.9,4,Yes
100592,37,Female,Customer Support,Customer Success Manager,97037,8.2,6.7,No,2,3,4,4,2,3,3,1,11.2,2,No
100593,49,Female,Finance,Finance Manager,116517,4.8,3.6,Yes,2,2,2,5,6,3,3,0,9.7,10,Yes
100594,21,Female,R&D,Lab Technician,110501,7.5,7.1,No,4,4,5,9,3,2,5,0,14.3,1,No
100595,24,Male,Finance,Finance Manager,110004,9.2,8.0,No,2,3,2,7,1,3,4,0,17.5,8,No
100596,31,Male,Sales,Sales Executive,57958,3.3,3.2,Yes,2,3,3,32,0,4,5,0,4.0,8,No
100597,30,Male,Operations,Operations Manager,95224,8.6,7.6,Yes,1,2,3,11,2,2,4,0,9.9,10,No
100598,41,Female,Sales,Sales Executive,72065,1.1,0.0,No,2,2,4,4,2,3,3,0,8.7,9,Yes
100599,36,Female,Operations,Operations Analyst,72637,1.5,0.0,Yes,3,1,3,4,3,2,4,0,7.2,5,No
100600,20,Female,HR,HR Business Partner,48871,3.4,0.0,No,2,3,3,10,2,2,3,0,15.5,8,No
100601,39,Female,R&D,Research Scientist,76619,1.0,0.5,Yes,3,3,3,7,1,2,4,0,10.1,3,No
100602,30,Male,Sales,Sales Executive,70249,6.5,6.2,No,4,3,3,17,4,3,3,0,4.0,0,No
100603,45,Female,Operations,Operations Manager,84477,2.9,1.2,No,4,4,4,10,3,3,2,0,13.4,3,No
100604,29,Female,Sales,Account Manager,96126,4.0,2.6,No,4,3,3,3,2,3,4,0,19.1,2,No
100605,29,Male,Sales,Sales Executive,74240,4.1,1.8,No,2,2,4,5,3,2,3,1,10.2,1,No
100606,39,Female,IT,Security Analyst,81305,3.4,2.6,No,3,3,3,6,3,3,3,0,13.9,0,No
100607,41,Male,R&D,Product Engineer,75905,2.4,0.9,No,3,3,3,10,4,4,4,0,17.5,4,Yes
100608,38,Female,R&D,Research Scientist,88461,6.3,4.9,Yes,3,2,4,5,1,2,4,0,13.8,3,Yes
100609,21,Female,R&D,Software Engineer,83675,2.9,1.9,No,4,3,3,9,0,3,3,0,18.7,0,No
100610,39,Male,Operations,Operations Manager,91006,4.1,3.9,No,4,3,3,4,3,3,3,0,9.7,2,No
100611,26,Female,R&D,Product Engineer,92188,5.7,3.1,No,4,3,3,8,1,2,3,0,17.1,1,No
100612,36,Male,Sales,Sales Executive,86463,9.2,7.5,No,4,3,4,10,2,3,3,0,18.2,1,No
100613,23,Female,R&D,Software Engineer,88038,8.7,6.0,No,3,4,3,18,6,2,3,0,11.9,4,No
100614,38,Female,Sales,Sales Executive,55096,3.1,0.0,No,3,4,3,9,2,4,3,0,6.8,3,No
100615,28,Female,R&D,Research Scientist,81057,2.3,1.0,No,3,3,4,5,2,3,4,0,10.5,3,No
100616,24,Female,Sales,Sales Executive,99368,10.4,7.8,No,2,3,3,19,2,3,4,0,4.0,6,No
100617,40,Male,Sales,Sales Manager,90888,2.9,0.0,Yes,2,1,3,7,2,4,3,0,14.1,3,Yes
100618,36,Male,R&D,Data Scientist,111488,6.1,0.1,No,2,4,3,12,3,3,4,0,13.7,5,No
100619,29,Male,Operations,Supply Chain Specialist,66501,0.9,0.0,No,3,4,3,6,3,3,4,0,12.3,0,No
100620,46,Male,Sales,Sales Manager,75006,0.6,0.0,Yes,2,3,4,9,3,4,3,0,13.6,3,Yes
100621,31,Male,Sales,Sales Executive,76415,4.6,2.8,No,4,1,3,5,1,4,4,0,16.8,5,No
100622,35,Male,Customer Support,Support Lead,65744,3.7,1.4,No,4,3,4,10,2,2,4,0,15.0,2,Yes
100623,37,Male,Operations,Operations Analyst,94549,7.2,4.0,No,2,3,4,13,3,3,3,0,12.1,3,No
100624,29,Male,IT,Systems Administrator,63802,2.5,0.7,No,4,4,3,6,0,4,4,0,12.5,3,Yes
100625,38,Female,R&D,Research Scientist,84024,5.4,0.0,Yes,3,2,3,6,1,3,3,0,19.2,10,No
100626,30,Male,R&D,Lab Technician,98871,7.0,1.9,Yes,2,2,3,10,2,4,4,0,14.2,6,No
100627,31,Female,Sales,Account Manager,86442,2.5,1.0,Yes,2,2,4,5,1,4,4,0,12.6,4,No
100628,46,Male,Sales,Account Manager,106483,3.4,1.9,Yes,2,1,3,4,3,3,3,0,11.8,6,Yes
100629,26,Male,R&D,Lab Technician,63490,1.8,0.9,No,4,3,3,10,2,3,2,0,13.6,0,Yes
100630,18,Male,Finance,Finance Manager,115382,7.4,5.0,No,3,3,4,8,0,3,4,0,12.5,0,No
100631,48,Male,R&D,Research Scientist,93779,6.4,5.3,No,3,4,3,8,3,2,3,0,10.2,3,Yes
100632,55,Male,Finance,Financial Analyst,93581,6.7,5.8,No,3,4,4,11,3,2,4,0,14.0,0,Yes
100633,31,Male,R&D,Data Scientist,119439,3.7,1.4,No,2,4,3,12,2,3,4,0,17.3,2,No
100634,19,Male,R&D,Lab Technician,102046,6.3,5.9,No,3,3,3,7,1,4,3,0,14.8,2,No
100635,32,Male,Operations,Supply Chain Specialist,58044,3.9,0.7,No,4,4,3,4,2,4,4,0,10.6,1,No
100636,32,Female,Operations,Operations Analyst,110604,11.5,9.1,No,4,2,4,6,1,4,4,0,17.0,6,No
100637,33,Male,R&D,Data Scientist,119633,4.4,0.0,No,3,4,3,11,3,3,4,0,12.0,3,No
100638,25,Female,Finance,Finance Manager,121248,8.4,6.5,No,4,4,3,9,1,3,3,0,13.2,3,No
100639,39,Male,R&D,Data Scientist,89280,3.7,1.0,No,2,3,4,6,2,3,5,0,14.9,7,No
100640,39,Female,Sales,Sales Manager,104635,10.0,7.0,Yes,2,3,5,5,4,3,3,0,6.6,2,No
100641,22,Female,IT,IT Support,79579,2.3,0.0,No,4,3,2,11,2,4,3,0,4.0,4,No
100642,40,Female,Sales,Sales Executive,79529,5.8,4.1,No,3,3,3,7,1,2,2,0,12.8,4,No
100643,51,Female,R&D,Software Engineer,66706,2.7,1.8,No,3,3,3,12,1,2,4,0,9.0,2,Yes
100644,36,Male,HR,HR Generalist,65718,5.2,3.3,No,3,3,3,13,4,2,3,0,6.3,2,No
100645,32,Male,Sales,Sales Executive,71162,2.9,0.0,No,2,3,2,7,3,4,3,0,9.1,2,No
100646,33,Male,Sales,Sales Representative,79276,4.3,0.8,No,3,3,3,14,1,4,3,0,15.2,3,No
100647,40,Female,R&D,Software Engineer,88115,3.2,3.0,No,3,4,3,9,5,1,3,0,13.3,0,No
100648,20,Female,Customer Support,Customer Success Manager,104097,6.8,0.0,No,3,3,3,9,3,4,2,0,14.7,1,No
100649,36,Male,Finance,Financial Analyst,93298,6.0,5.1,No,2,2,3,2,1,3,2,0,13.6,7,No
100650,31,Female,R&D,Research Scientist,90988,2.6,0.0,Yes,2,3,5,5,2,4,4,0,10.8,4,No
100651,50,Male,Sales,Sales Manager,83626,2.6,0.0,Yes,2,1,3,5,2,4,2,1,17.2,9,No
100652,33,Female,Finance,Finance Manager,103360,2.2,0.8,No,2,3,4,7,2,4,4,0,16.1,2,No
100653,48,Female,Sales,Account Manager,68764,1.8,0.0,Yes,3,2,3,9,0,3,5,0,11.6,5,No
100654,25,Male,HR,Recruiter,85219,7.1,6.9,No,4,3,4,9,3,2,3,1,16.7,2,No
100655,39,Female,IT,Systems Administrator,63449,2.1,0.0,Yes,3,1,4,10,4,3,4,0,16.8,6,No
100656,37,Female,R&D,Research Scientist,98089,5.5,2.1,No,4,2,3,6,5,4,3,0,9.4,0,Yes
100657,27,Male,R&D,Research Scientist,79649,3.0,0.9,No,3,2,3,12,4,3,5,0,15.8,8,No
100658,36,Male,Sales,Sales Representative,81570,8.2,5.0,Yes,3,2,3,22,3,4,3,0,14.0,7,No
100659,44,Male,Sales,Sales Executive,85985,13.3,8.1,No,3,4,3,7,1,3,2,0,12.0,3,No
100660,32,Female,R&D,Research Scientist,70108,0.2,0.0,No,3,2,4,6,2,3,3,0,19.4,4,Yes
100661,21,Male,Operations,Operations Analyst,70672,2.3,0.8,Yes,4,3,3,6,1,2,5,0,7.5,1,Yes
100662,34,Female,R&D,Data Scientist,108389,3.0,1.1,Yes,1,3,3,9,0,3,4,0,10.4,8,Yes
100663,27,Female,Finance,Financial Analyst,92004,3.8,2.5,No,3,3,5,6,4,3,3,0,11.6,4,No
100664,32,Male,IT,Systems Administrator,69169,3.6,2.5,Yes,3,1,3,3,4,1,4,0,13.3,2,No
100665,34,Male,Sales,Account Manager,65290,1.5,0.0,No,2,2,3,4,1,2,4,0,16.1,7,Yes
100666,21,Female,Sales,Sales Manager,108422,13.5,12.3,No,3,3,3,14,3,1,3,0,8.6,1,No
100667,21,Female,R&D,Data Scientist,94250,3.7,0.7,No,4,4,5,17,2,3,5,0,25.0,2,No
100668,38,Male,IT,IT Support,101301,6.0,4.6,No,4,3,3,20,2,4,3,0,9.7,3,No
100669,30,Male,R&D,Research Scientist,105582,6.1,4.5,No,2,2,3,9,1,2,4,0,13.3,1,No
100670,18,Male,IT,Systems Administrator,62870,1.2,0.5,Yes,1,2,4,5,3,4,4,0,14.0,5,No
100671,41,Female,Operations,Operations Manager,108273,3.4,0.5,No,2,2,4,6,2,4,3,0,14.2,6,Yes
100672,37,Male,IT,IT Support,102244,7.1,6.9,No,2,3,3,4,1,4,3,0,9.2,7,Yes
100673,29,Female,Customer Support,Support Lead,68614,10.4,6.5,No,2,2,5,4,3,3,4,0,17.7,5,No
100674,24,Male,IT,Security Analyst,69608,3.4,0.0,Yes,2,1,2,9,2,4,4,0,9.0,6,Yes
100675,41,Female,Operations,Operations Analyst,49547,1.4,0.0,Yes,3,2,3,11,1,2,4,0,5.8,4,Yes
100676,37,Male,Operations,Operations Manager,90181,2.8,1.2,No,3,4,3,24,4,2,2,0,8.1,3,No
100677,54,Male,IT,Security Analyst,78717,3.3,3.0,No,3,4,3,8,4,3,4,0,17.1,4,No
100678,38,Female,Operations,Operations Manager,92380,3.2,2.3,No,2,2,4,4,3,3,4,0,18.4,4,No
100679,38,Female,Customer Support,Customer Success Manager,60799,2.2,0.0,No,4,3,3,8,0,4,3,0,5.0,5,No
100680,33,Male,R&D,Data Scientist,83315,1.3,0.0,No,4,3,3,7,2,3,4,0,14.8,2,No
100681,41,Male,Finance,Financial Analyst,77781,1.7,0.0,No,2,4,3,6,1,3,3,0,5.1,2,No
100682,40,Male,HR,HR Business Partner,70560,2.8,0.0,Yes,3,1,3,10,2,3,3,0,11.9,8,No
100683,45,Male,Operations,Operations Analyst,64222,7.0,6.3,No,3,3,4,4,5,3,3,1,12.3,2,Yes
100684,30,Male,R&D,Research Scientist,90630,8.8,6.6,No,3,3,3,9,4,3,3,0,15.1,3,No
100685,31,Female,Operations,Supply Chain Specialist,84242,4.7,0.1,Yes,3,1,4,12,2,2,5,0,15.9,4,Yes
100686,31,Male,Operations,Operations Analyst,54741,1.8,0.0,No,3,2,3,18,4,3,4,0,15.4,5,No
100687,41,Female,Customer Support,Support Lead,59148,2.9,0.0,No,4,3,5,10,1,3,3,0,13.0,2,No
100688,47,Male,R&D,Software Engineer,64044,0.6,0.0,Yes,2,2,4,14,3,3,5,0,13.3,2,Yes
100689,31,Male,IT,IT Support,109403,10.6,8.3,No,3,4,3,6,5,4,3,0,6.8,4,No
100690,31,Female,IT,Systems Administrator,58167,2.6,0.0,Yes,3,2,3,7,1,4,3,0,8.4,1,Yes
100691,37,Male,Customer Support,Support Lead,65180,5.6,5.2,No,4,4,4,17,0,4,4,0,17.3,4,No
100692,32,Female,Customer Support,Support Specialist,85343,8.4,8.3,No,2,3,3,4,2,2,2,0,13.3,1,No
100693,42,Male,Finance,Financial Analyst,115170,12.4,8.7,No,3,2,3,7,1,3,3,1,14.9,3,No
100694,18,Female,Finance,Accountant,89823,7.5,5.2,No,4,3,4,15,6,2,3,0,18.4,4,No
100695,28,Female,Sales,Sales Representative,55952,3.2,1.3,Yes,1,3,4,7,3,3,4,0,9.4,1,No
100696,28,Female,Customer Support,Support Specialist,67744,6.2,3.7,No,3,4,4,7,2,2,4,0,16.5,4,No
100697,18,Male,R&D,Data Scientist,119116,12.1,12.0,No,3,3,4,7,5,4,3,0,9.9,3,No
100698,27,Male,IT,Systems Administrator,75420,2.6,1.3,No,3,2,3,9,0,4,3,0,17.2,4,No
100699,27,Male,Operations,Supply Chain Specialist,63094,1.2,0.4,Yes,3,2,4,15,4,4,4,0,15.9,1,Yes
100700,33,Male,R&D,Lab Technician,77278,2.2,0.5,Yes,2,2,3,14,4,4,4,1,17.9,12,No
100701,44,Male,Sales,Account Manager,101883,5.9,4.1,Yes,3,3,4,8,2,3,3,0,11.5,1,Yes
100702,32,Male,Sales,Sales Representative,52926,3.3,0.9,Yes,2,1,3,15,0,3,4,0,19.6,5,Yes
100703,26,Male,Operations,Supply Chain Specialist,57781,4.1,1.4,Yes,3,1,3,10,1,4,5,0,19.0,2,Yes
100704,34,Male,HR,HR Generalist,72392,6.6,6.4,Yes,3,3,5,13,3,3,4,0,15.5,3,No
100705,43,Male,Sales,Sales Representative,59836,2.1,0.8,No,3,3,3,5,1,2,3,0,16.1,2,No
100706,26,Male,IT,IT Support,79519,3.9,2.4,No,3,3,3,21,6,4,2,1,13.4,0,Yes
100707,27,Male,R&D,Lab Technician,81920,2.9,2.5,No,2,4,3,9,0,3,2,0,7.6,2,No
100708,39,Female,Operations,Operations Manager,109623,11.8,11.5,No,4,2,3,2,2,4,3,0,14.8,3,No
100709,33,Male,R&D,Software Engineer,88837,7.4,7.1,No,4,4,3,20,2,3,3,0,8.8,3,Yes
100710,40,Male,Sales,Sales Representative,58165,3.3,0.2,No,3,3,4,8,3,3,3,0,18.6,2,Yes
100711,34,Male,Sales,Account Manager,78815,3.1,2.9,Yes,1,3,3,7,3,4,4,0,15.7,4,Yes
100712,40,Female,HR,HR Business Partner,106523,12.7,12.4,No,2,3,3,6,1,2,3,0,12.8,3,No
100713,26,Male,R&D,Lab Technician,114775,12.0,10.3,No,4,3,3,10,6,3,3,0,12.6,2,No
100714,34,Female,IT,Systems Administrator,82087,5.9,3.7,Yes,1,2,4,5,4,2,4,0,17.5,4,Yes
100715,33,Female,R&D,Product Engineer,97295,4.2,2.7,No,4,4,4,6,0,1,4,0,15.0,2,Yes
100716,25,Male,R&D,Data Scientist,100817,1.5,1.0,No,2,3,3,6,1,4,3,0,10.6,8,Yes
100717,22,Female,R&D,Data Scientist,86822,2.2,1.9,No,4,3,3,7,0,3,4,0,6.7,3,No
100718,40,Female,R&D,Research Scientist,49305,1.4,0.0,No,2,4,4,6,2,4,2,0,17.4,8,No
100719,32,Male,Customer Support,Support Lead,65584,8.6,7.2,No,2,3,3,13,2,3,2,0,13.3,5,No
100720,26,Male,Sales,Sales Manager,84154,1.5,0.4,No,2,2,3,9,4,4,3,0,21.6,8,No
100721,34,Female,Customer Support,Support Lead,67943,3.1,0.1,Yes,2,1,3,10,2,3,4,0,11.7,6,Yes
100722,44,Female,R&D,Lab Technician,61618,0.8,0.0,Yes,3,3,3,11,2,2,3,1,15.6,0,No
